epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
75,3075.82,0.40597,0.77704,0.37368,0.98758,0,0.78467,0.63731,0.68943,0.56608,0.83522,0.58648,0.67306,0.51478,0.82965,2.87353,1.31178,1.29861,0,0.00219323,0.000731076,0.00219323,0.000731076,0.00219323,0.000731076,0.00219323,0.000731076
76,3116.67,0.39964,0.78401,0.34879,0.97838,0,0.7801,0.62867,0.66684,0.55047,0.76225,0.61939,0.65852,0.49884,0.8033,2.79401,1.34701,1.27157,0,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645,0.00216494,0.000721645
77,3157.53,0.39137,0.76946,0.34833,0.9765,0,0.85714,0.61217,0.69991,0.57768,0.84414,0.60594,0.68467,0.52098,0.77646,2.72213,1.31981,1.25849,0,0.00213664,0.000712214,0.00213664,0.000712214,0.00213664,0.000712214,0.00213664,0.000712214
78,3198.41,0.40669,0.80954,0.37356,0.98219,0,0.81864,0.61777,0.68824,0.57355,0.81701,0.61878,0.68471,0.51312,0.79747,2.94343,1.29003,1.27534,0,0.00210835,0.000702782,0.00210835,0.000702782,0.00210835,0.000702782,0.00210835,0.000702782
79,3239.24,0.4077,0.75889,0.36132,0.98264,0,0.82636,0.62767,0.70587,0.58028,0.83516,0.62104,0.69503,0.52146,0.79935,2.89327,1.24844,1.24719,0,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351,0.00208005,0.000693351
80,3280.11,0.37429,0.74213,0.32873,0.95864,0,0.76586,0.65728,0.70334,0.57279,0.75882,0.64831,0.69029,0.51449,0.7998,2.89929,1.22727,1.27404,0,0.00205176,0.000683919,0.00205176,0.000683919,0.00205176,0.000683919,0.00205176,0.000683919
81,3320.96,0.39941,0.77,0.34948,0.96698,0,0.79202,0.63887,0.6804,0.5589,0.77603,0.643,0.67324,0.49952,0.83636,2.89665,1.30576,1.33342,0,0.00202346,0.000674488,0.00202346,0.000674488,0.00202346,0.000674488,0.00202346,0.000674488
82,3361.67,0.39054,0.75308,0.33986,0.9779,0,0.74245,0.66738,0.67545,0.55788,0.81114,0.62355,0.6666,0.50397,0.83981,2.92597,1.32164,1.34743,0,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057,0.00199517,0.000665057
83,3402.52,0.39156,0.78012,0.35088,0.95654,0,0.79202,0.63305,0.6785,0.55528,0.79763,0.63257,0.67161,0.5109,0.84675,3.03835,1.29722,1.3509,0,0.00196688,0.000655625,0.00196688,0.000655625,0.00196688,0.000655625,0.00196688,0.000655625
84,3443.25,0.3934,0.74865,0.35637,0.97231,0,0.8036,0.63813,0.69015,0.56536,0.80774,0.6435,0.68975,0.52097,0.82609,2.99345,1.27366,1.32846,0,0.00193858,0.000646194,0.00193858,0.000646194,0.00193858,0.000646194,0.00193858,0.000646194
85,3484.2,0.38673,0.75851,0.33173,0.9657,0,0.78743,0.63918,0.69604,0.5744,0.84867,0.59371,0.68438,0.52778,0.81274,2.94368,1.30486,1.29093,0,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762,0.00191029,0.000636762
86,3525.05,0.38838,0.73366,0.33607,0.97629,0,0.80411,0.63487,0.68131,0.56779,0.86161,0.60516,0.67977,0.52002,0.81317,2.88329,1.29427,1.29158,0,0.00188199,0.000627331,0.00188199,0.000627331,0.00188199,0.000627331,0.00188199,0.000627331
87,3565.81,0.38441,0.71941,0.33588,0.96828,0,0.84242,0.62956,0.68829,0.5727,0.83594,0.61521,0.68088,0.52168,0.79458,2.8573,1.31567,1.28631,0,0.0018537,0.0006179,0.0018537,0.0006179,0.0018537,0.0006179,0.0018537,0.0006179
88,3606.56,0.39882,0.72094,0.3381,0.97562,0,0.86333,0.61792,0.69907,0.56512,0.84867,0.60899,0.68717,0.51762,0.82649,2.95792,1.32328,1.31732,0,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468,0.0018254,0.000608468
89,3647.68,0.38358,0.73323,0.3253,0.96922,0,0.7893,0.65077,0.71205,0.59334,0.77609,0.63573,0.6958,0.53922,0.81223,3.00527,1.30661,1.28742,0,0.00179711,0.000599037,0.00179711,0.000599037,0.00179711,0.000599037,0.00179711,0.000599037
90,3688.37,0.38449,0.71229,0.3196,0.96023,0,0.79906,0.6572,0.7097,0.59017,0.78442,0.64732,0.6985,0.53594,0.83269,3.0822,1.32902,1.31703,0,0.00176882,0.000589605,0.00176882,0.000589605,0.00176882,0.000589605,0.00176882,0.000589605
91,3729.07,0.39367,0.7272,0.34197,0.96746,0,0.80221,0.63169,0.69477,0.57241,0.79117,0.62546,0.67821,0.51992,0.86938,3.21517,1.30492,1.35708,0,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174,0.00174052,0.000580174
92,3769.77,0.37801,0.7281,0.32573,0.96394,0,0.84102,0.62588,0.71457,0.59355,0.8291,0.61971,0.69497,0.53724,0.83782,3.14298,1.34926,1.32674,0,0.00171223,0.000570743,0.00171223,0.000570743,0.00171223,0.000570743,0.00171223,0.000570743
93,3810.59,0.37396,0.71429,0.32216,0.95085,0,0.78574,0.64767,0.70496,0.58708,0.83806,0.61878,0.69918,0.53095,0.83643,2.94191,1.35098,1.33673,0,0.00168393,0.000561311,0.00168393,0.000561311,0.00168393,0.000561311,0.00168393,0.000561311
94,3851.29,0.38332,0.70952,0.33905,0.9737,0,0.81844,0.61878,0.7053,0.58675,0.84698,0.60369,0.68996,0.53687,0.81508,2.90204,1.34633,1.30183,0,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188,0.00165564,0.00055188
95,3892.17,0.3787,0.70589,0.3217,0.95401,0,0.85012,0.62571,0.69427,0.57662,0.83831,0.61621,0.67347,0.52416,0.82129,3.02885,1.29415,1.33364,0,0.00162735,0.000542448,0.00162735,0.000542448,0.00162735,0.000542448,0.00162735,0.000542448
96,3932.97,0.38606,0.70383,0.34334,0.966,0,0.82656,0.61845,0.70025,0.58091,0.85554,0.59044,0.68762,0.52473,0.80474,2.98714,1.30942,1.3019,0,0.00159905,0.000533017,0.00159905,0.000533017,0.00159905,0.000533017,0.00159905,0.000533017
97,3973.75,0.38733,0.70146,0.32281,0.95811,0,0.84614,0.6261,0.69661,0.5777,0.83197,0.62084,0.6884,0.52424,0.81403,2.93486,1.27629,1.29675,0,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586,0.00157076,0.000523586
98,4014.68,0.37795,0.71353,0.31133,0.95156,0,0.82205,0.6268,0.70166,0.58145,0.81024,0.62018,0.69241,0.53195,0.80184,2.92847,1.31211,1.28416,0,0.00154246,0.000514154,0.00154246,0.000514154,0.00154246,0.000514154,0.00154246,0.000514154
99,4055.5,0.37226,0.713,0.31084,0.95384,0,0.82556,0.62515,0.69506,0.5787,0.80798,0.61486,0.67971,0.52238,0.81325,3.00425,1.33662,1.3112,0,0.00151417,0.000504723,0.00151417,0.000504723,0.00151417,0.000504723,0.00151417,0.000504723
100,4096.18,0.36276,0.68667,0.31516,0.95777,0,0.81268,0.63877,0.69287,0.57424,0.81539,0.61733,0.67166,0.52064,0.81971,3.04376,1.30444,1.31365,0,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291,0.00148587,0.000495291
101,4137,0.3764,0.71953,0.30794,0.95617,0,0.77444,0.66103,0.71232,0.59021,0.76427,0.65318,0.69276,0.53164,0.82817,3.00144,1.2928,1.30087,0,0.00145758,0.00048586,0.00145758,0.00048586,0.00145758,0.00048586,0.00145758,0.00048586
102,4177.71,0.37785,0.69701,0.32023,0.96042,0,0.81053,0.63367,0.71331,0.59497,0.80004,0.62757,0.69754,0.53974,0.83368,3.03,1.30154,1.30747,0,0.00142929,0.000476429,0.00142929,0.000476429,0.00142929,0.000476429,0.00142929,0.000476429
103,4218.91,0.36034,0.69877,0.32018,0.94451,0,0.82203,0.62694,0.70479,0.58801,0.78748,0.6358,0.69423,0.5319,0.84689,3.02296,1.32995,1.31351,0,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997,0.00140099,0.000466997
104,4259.64,0.37148,0.70213,0.3087,0.9537,0,0.83663,0.62353,0.70787,0.5908,0.78805,0.64411,0.69348,0.53668,0.83947,3.02709,1.33376,1.29386,0,0.0013727,0.000457566,0.0013727,0.000457566,0.0013727,0.000457566,0.0013727,0.000457566
105,4300.49,0.36156,0.65011,0.30904,0.95052,0,0.82265,0.63475,0.70293,0.58488,0.7648,0.66454,0.69419,0.53065,0.80733,2.96691,1.30035,1.28199,0,0.0013444,0.000448134,0.0013444,0.000448134,0.0013444,0.000448134,0.0013444,0.000448134
106,4341.31,0.36347,0.67029,0.31135,0.95003,0,0.79366,0.66276,0.70802,0.58954,0.78425,0.65725,0.69919,0.53541,0.82406,3.00122,1.32954,1.29904,0,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703,0.00131611,0.000438703
107,4382.45,0.36429,0.65152,0.31121,0.953,0,0.8037,0.65468,0.72731,0.60917,0.79863,0.65171,0.72139,0.55886,0.8338,2.94287,1.28233,1.30808,0,0.00128781,0.000429272,0.00128781,0.000429272,0.00128781,0.000429272,0.00128781,0.000429272
108,4423.55,0.35946,0.6969,0.30866,0.94929,0,0.8452,0.63121,0.71791,0.60088,0.77477,0.66005,0.71471,0.54917,0.80141,2.96415,1.25503,1.28044,0,0.00125952,0.00041984,0.00125952,0.00041984,0.00125952,0.00041984,0.00125952,0.00041984
109,4464.38,0.35207,0.67119,0.30123,0.94087,0,0.80301,0.6578,0.72583,0.60455,0.82372,0.64457,0.7187,0.54581,0.80407,3.09249,1.27755,1.27808,0,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409,0.00123123,0.000410409
110,4505.12,0.36255,0.6627,0.30851,0.94499,0,0.78312,0.66016,0.71302,0.59262,0.7801,0.65324,0.70581,0.53674,0.7977,3.153,1.30899,1.27357,0,0.00120293,0.000400977,0.00120293,0.000400977,0.00120293,0.000400977,0.00120293,0.000400977
111,4545.99,0.35606,0.652,0.3022,0.94607,0,0.78996,0.65813,0.7177,0.59988,0.76591,0.65337,0.70897,0.54664,0.84011,3.21118,1.31771,1.29928,0,0.00117464,0.000391546,0.00117464,0.000391546,0.00117464,0.000391546,0.00117464,0.000391546
112,4586.73,0.3553,0.66346,0.28893,0.94768,0,0.78452,0.66058,0.71677,0.60115,0.8365,0.62275,0.70691,0.54713,0.84907,3.17554,1.32095,1.31608,0,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115,0.00114634,0.000382115
113,4627.58,0.34757,0.65463,0.30326,0.94721,0,0.8432,0.62501,0.71466,0.59459,0.82601,0.61512,0.70414,0.53991,0.86817,3.20839,1.286,1.33871,0,0.00111805,0.000372683,0.00111805,0.000372683,0.00111805,0.000372683,0.00111805,0.000372683
114,4668.33,0.34643,0.67195,0.29694,0.94565,0,0.79052,0.67468,0.71372,0.5901,0.77671,0.6645,0.70204,0.53549,0.8479,3.20211,1.30704,1.33377,0,0.00108976,0.000363252,0.00108976,0.000363252,0.00108976,0.000363252,0.00108976,0.000363252
115,4709.17,0.35303,0.68071,0.30061,0.95451,0,0.81436,0.64811,0.70343,0.58316,0.8039,0.64188,0.69297,0.52946,0.84038,3.18691,1.32403,1.31869,0,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382,0.00106146,0.00035382
116,4750.19,0.36845,0.65907,0.30611,0.95476,0,0.8447,0.61808,0.69787,0.57717,0.86381,0.60301,0.69108,0.52708,0.83505,3.06786,1.34563,1.31155,0,0.00103317,0.000344389,0.00103317,0.000344389,0.00103317,0.000344389,0.00103317,0.000344389
117,4791.04,0.34563,0.68344,0.29777,0.94407,0,0.79526,0.64949,0.70174,0.57768,0.78477,0.64289,0.68989,0.52858,0.84031,3.09848,1.33959,1.32417,0,0.00100487,0.000334958,0.00100487,0.000334958,0.00100487,0.000334958,0.00100487,0.000334958
118,4831.78,0.34709,0.65984,0.29513,0.94052,0,0.80894,0.63822,0.71908,0.59641,0.7979,0.63164,0.70327,0.54933,0.83099,3.18718,1.34875,1.30929,0,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526,0.000976579,0.000325526
119,4872.62,0.35673,0.65377,0.29915,0.94571,0,0.79998,0.64501,0.71735,0.59777,0.78983,0.63838,0.70494,0.55063,0.83044,3.1323,1.35157,1.30495,0,0.000948284,0.000316095,0.000948284,0.000316095,0.000948284,0.000316095,0.000948284,0.000316095
120,4913.41,0.35876,0.67504,0.30537,0.95686,0,0.81009,0.63264,0.71259,0.59468,0.74754,0.65524,0.69943,0.54306,0.84255,3.1863,1.37305,1.3223,0,0.00091999,0.000306663,0.00091999,0.000306663,0.00091999,0.000306663,0.00091999,0.000306663
121,4954.33,0.33905,0.63238,0.2935,0.93643,0,0.77828,0.65904,0.71799,0.59951,0.7686,0.65287,0.70474,0.54609,0.83436,3.25646,1.34648,1.32068,0,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232,0.000891696,0.000297232
122,4995.07,0.35022,0.63495,0.29475,0.94177,0,0.82363,0.62135,0.72121,0.60593,0.84798,0.59278,0.70694,0.55027,0.8308,3.2024,1.35103,1.31264,0,0.000863402,0.000287801,0.000863402,0.000287801,0.000863402,0.000287801,0.000863402,0.000287801
123,5035.99,0.34663,0.63746,0.28445,0.9438,0,0.82069,0.6242,0.7238,0.60619,0.8046,0.61435,0.7049,0.54622,0.81652,3.18373,1.37044,1.30591,0,0.000835108,0.000278369,0.000835108,0.000278369,0.000835108,0.000278369,0.000835108,0.000278369
124,5076.74,0.33063,0.62574,0.27907,0.94194,0,0.85968,0.61593,0.72465,0.6078,0.84336,0.60412,0.707,0.55158,0.8279,3.1762,1.43504,1.32422,0,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938,0.000806813,0.000268938
125,5117.81,0.33434,0.6559,0.27528,0.9312,0,0.85632,0.61369,0.72635,0.60874,0.84456,0.60748,0.70616,0.55463,0.83217,3.16602,1.46708,1.32802,0,0.000778519,0.000259506,0.000778519,0.000259506,0.000778519,0.000259506,0.000778519,0.000259506
126,5158.64,0.33389,0.61825,0.27975,0.93529,0,0.86693,0.61301,0.72644,0.607,0.85498,0.60678,0.70639,0.54968,0.83679,3.21706,1.44061,1.33872,0,0.000750225,0.000250075,0.000750225,0.000250075,0.000750225,0.000250075,0.000750225,0.000250075
127,5199.41,0.34703,0.65131,0.28599,0.93626,0,0.86922,0.61226,0.72694,0.6071,0.85005,0.61045,0.70636,0.54802,0.82462,3.32879,1.39525,1.32585,0,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644,0.000721931,0.000240644
128,5240.16,0.32238,0.61033,0.26698,0.92589,0,0.86666,0.60712,0.72758,0.60896,0.85055,0.60622,0.70332,0.55039,0.82572,3.28091,1.38087,1.32635,0,0.000693637,0.000231212,0.000693637,0.000231212,0.000693637,0.000231212,0.000693637,0.000231212
129,5280.98,0.33488,0.58182,0.27873,0.94168,0,0.78585,0.64827,0.72141,0.60818,0.84313,0.61163,0.70377,0.5507,0.8322,3.30688,1.37023,1.33496,0,0.000665342,0.000221781,0.000665342,0.000221781,0.000665342,0.000221781,0.000665342,0.000221781
130,5321.7,0.34836,0.64001,0.29,0.94614,0,0.80854,0.63756,0.72986,0.61283,0.79755,0.63214,0.71315,0.54896,0.84095,3.33248,1.35831,1.34433,0,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349,0.000637048,0.000212349
131,5362.5,0.34054,0.63338,0.29169,0.93293,0,0.83094,0.62412,0.72736,0.61036,0.8254,0.62196,0.71563,0.54545,0.83629,3.32281,1.32839,1.34074,0,0.000608754,0.000202918,0.000608754,0.000202918,0.000608754,0.000202918,0.000608754,0.000202918
132,5403.24,0.34007,0.61578,0.28377,0.93047,0,0.81872,0.63521,0.73072,0.61746,0.8075,0.62968,0.71197,0.55053,0.83484,3.28607,1.34328,1.34294,0,0.00058046,0.000193487,0.00058046,0.000193487,0.00058046,0.000193487,0.00058046,0.000193487
133,5444.12,0.34062,0.61881,0.28824,0.94155,0,0.80609,0.64605,0.73226,0.6154,0.81381,0.62498,0.71418,0.551,0.83196,3.27463,1.35165,1.33768,0,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055,0.000552166,0.000184055
134,5485.2,0.32832,0.61141,0.26998,0.93239,0,0.81151,0.63993,0.73483,0.61939,0.81316,0.62414,0.71254,0.55478,0.82966,3.25966,1.35313,1.33378,0,0.000523871,0.000174624,0.000523871,0.000174624,0.000523871,0.000174624,0.000523871,0.000174624
135,5526.44,0.33401,0.62662,0.27963,0.92952,0,0.80594,0.64915,0.73063,0.61574,0.82945,0.62581,0.71285,0.55297,0.83464,3.25918,1.35087,1.34638,0,0.000495577,0.000165192,0.000495577,0.000165192,0.000495577,0.000165192,0.000495577,0.000165192
136,5567.09,0.33141,0.58946,0.2742,0.92965,0,0.79383,0.65025,0.72757,0.6153,0.78831,0.64704,0.71189,0.55139,0.84308,3.27112,1.39966,1.35022,0,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761,0.000467283,0.000155761
137,5607.98,0.33484,0.62238,0.26842,0.93794,0,0.83396,0.61845,0.7178,0.60464,0.82996,0.62068,0.70217,0.54219,0.8422,3.25373,1.40223,1.35136,0,0.000438989,0.00014633,0.000438989,0.00014633,0.000438989,0.00014633,0.000438989,0.00014633
138,5648.64,0.32782,0.58189,0.27465,0.9313,0,0.79647,0.64354,0.7138,0.60353,0.82485,0.62162,0.69751,0.54187,0.84215,3.28994,1.38003,1.35222,0,0.000410695,0.000136898,0.000410695,0.000136898,0.000410695,0.000136898,0.000410695,0.000136898
139,5689.43,0.3222,0.59071,0.26367,0.93011,0,0.83105,0.62144,0.71448,0.60638,0.82167,0.62044,0.69956,0.5432,0.83493,3.33147,1.37403,1.33986,0,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467,0.0003824,0.000127467
140,5730.12,0.34091,0.60231,0.2864,0.9483,0,0.86136,0.61229,0.71797,0.61065,0.85392,0.61002,0.70282,0.55181,0.8301,3.32463,1.37363,1.33364,0,0.000354106,0.000118035,0.000354106,0.000118035,0.000354106,0.000118035,0.000354106,0.000118035
141,5771.76,0.16994,0.50277,0.16578,0.84681,0,0.80956,0.63046,0.67438,0.55764,0.83733,0.60718,0.66137,0.50273,0.81075,3.63304,1.33259,1.32221,0,0.000325812,0.000108604,0.000325812,0.000108604,0.000325812,0.000108604,0.000325812,0.000108604
142,5812.81,0.16369,0.46987,0.13483,0.84808,0,0.85179,0.60205,0.67343,0.55924,0.85573,0.60648,0.66074,0.5027,0.81451,3.69399,1.33773,1.34568,0,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05,0.000297518,9.91726e-05
143,5853.67,0.1611,0.46993,0.12821,0.84649,0,0.86764,0.59854,0.68966,0.57531,0.86373,0.60137,0.6773,0.51867,0.80729,3.57962,1.35538,1.34538,0,0.000269224,8.97412e-05,0.000269224,8.97412e-05,0.000269224,8.97412e-05,0.000269224,8.97412e-05
144,5894.42,0.16252,0.45757,0.12424,0.85379,0,0.82113,0.62231,0.69595,0.58131,0.86489,0.59301,0.68225,0.52354,0.79577,3.55529,1.36182,1.33541,0,0.000240929,8.03098e-05,0.000240929,8.03098e-05,0.000240929,8.03098e-05,0.000240929,8.03098e-05
145,5935.25,0.16416,0.45256,0.12771,0.85038,0,0.81402,0.64275,0.70094,0.58875,0.79687,0.63314,0.689,0.53403,0.80452,3.53918,1.36117,1.3423,0,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05,0.000212635,7.08784e-05
146,5975.99,0.15356,0.44386,0.12028,0.83588,0,0.80541,0.64228,0.70672,0.59428,0.79375,0.63638,0.69514,0.54082,0.8008,3.53416,1.36252,1.33517,0,0.000184341,6.1447e-05,0.000184341,6.1447e-05,0.000184341,6.1447e-05,0.000184341,6.1447e-05
147,6016.85,0.1566,0.44462,0.1247,0.84457,0,0.80134,0.6374,0.71033,0.60106,0.78859,0.63182,0.70045,0.54478,0.79788,3.53356,1.36058,1.33106,0,0.000156047,5.20156e-05,0.000156047,5.20156e-05,0.000156047,5.20156e-05,0.000156047,5.20156e-05
148,6057.55,0.15535,0.46101,0.12161,0.83866,0,0.79266,0.64491,0.71649,0.60776,0.77076,0.6453,0.70495,0.55096,0.80117,3.52694,1.36719,1.33579,0,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05,0.000127753,4.25842e-05
149,6098.39,0.15241,0.45207,0.1175,0.83512,0,0.80366,0.64256,0.71723,0.60861,0.77936,0.6488,0.70934,0.55052,0.80376,3.51794,1.35993,1.34484,0,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05,9.94584e-05,3.31528e-05
150,6139.19,0.14563,0.44785,0.1167,0.83942,0,0.78261,0.64811,0.71501,0.60807,0.78194,0.64951,0.70726,0.55047,0.79907,3.5098,1.36526,1.33898,0,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05,7.11642e-05,2.37214e-05
